title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Comunicado N° 35.904,7/7/2020 17:14,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126228,Comunicado,35904,0,Instituição Cooperativa de Crédito de Livre Admissão de Santa Cruz das Palmeiras e Região  Instituição Cooperativa de Crédito dos Empregados do IRB-Brasil Re Ltda. (CNPJ 42.153.585  ,0,2020-07-07T20:14:41Z,7/7/2020 17:14,1204
Comunicado N° 35.896,6/7/2020 16:08,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126220,Comunicado,35896,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Cargill (CNPJ  Instituição Cooperativa de Crédito Rural e Economia com Interação Solidária de Rio Fortuna  ,0,2020-07-06T19:08:45Z,6/7/2020 16:08,1205
Comunicado N° 35.895,6/7/2020 10:53,"Divulga as associações e grupos de associações elegíveis a participar do processo eletivo para a indicação de representantes para o Conselho Deliberativo da estrutura inicial responsável pela governança do processo de implementação no País do Sistema Financeiro Aberto (Open Banking), bem como divulga o cronograma do processo eletivo e orientações para o registro de voto.",DENOR,126219,Comunicado,35895,0,"2. Organização das Cooperativas Brasileiras (OCB  com conta de depósitos ou operações de crédito de varejo, ou que sejam instituições de  ",0,2020-07-06T13:53:13Z,6/7/2020 10:53,1206
Comunicado N° 35.890,3/7/2020 16:37,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126214,Comunicado,35890,0,"Instituição Cooperativa de Crédito de Livre Admissão de Pitangui e Região Ltda. - Sicoob  Instituição Cooperativa de Crédito, Poupança e Investimento Planalto - Sicredi Planalto RS  ",0,2020-07-03T19:37:21Z,3/7/2020 16:37,1207
Carta Circular N° 4.067,2/7/2020 19:13,"Altera a Carta Circular nº 4.060, de 23 de junho de 2020.",DEBAN,51093,Carta Circular,4067,1,"de Poupança e Empréstimo, Sociedades de Crédito Imobiliário e/ou Cooperativas de Crédito  ",0,2020-07-02T22:13:00Z,2/7/2020 19:13,1208
Comunicado N° 35.886,2/7/2020 16:23,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126210,Comunicado,35886,0,Instituição Sicoob Credinova - Cooperativa de Crédito de Livre Admissão de Nova Serrana e  Instituição Cooperativa de Economia e Crédito Mútuo dos Empregados do Grupo Femsa Brasil  ,0,2020-07-02T19:23:53Z,2/7/2020 16:23,1209
Circular N° 4.035,1/7/2020 18:38,"Altera a Circular nº 3.975, de 8 de janeiro de 2020, que institui o recolhimento compulsório sobre recursos de depósitos de poupança, para modificar a regra de remuneração do saldo de encerramento diário da conta de recolhimento correspondente a cada modalidade de depósito de poupança e para incluir dedução de exigibilidade de saldo de repasses interfinanceiros de bancos cooperativos a cooperativas singulares destinados à concessão de financiamento de capital de giro.",SECRE,51092,Circular,4035,1,interfinanceiros efetuados por bancos cooperativos a cooperativas singulares integrantes do mesmo sistema cooperativo de crédito destinados à concessão de operações de crédito para  ,0,2020-07-01T21:38:00Z,1/7/2020 18:38,1210
Comunicado N° 35.883,1/7/2020 17:18,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126207,Comunicado,35883,0,"Instituição Cooperativa de Crédito de Livre Admissão de Belo Horizonte e Cidades Polo do  Instituição Cooperativa de Crédito, Poupança e Investimento Norte Mato-Grossense e Oeste  ",0,2020-07-01T20:18:21Z,1/7/2020 17:18,1211
Carta Circular N° 4.066,1/7/2020 16:55,"Divulga relação das instituições financeiras pertencentes ao ""Grupo A"" e ao ""Grupo B"", para fins do recolhimento compulsório sobre recursos à vista.",DEBAN,51091,Carta Circular,4066,1,"CARTA CIRCULAR Nº 4.066, DE 1º DE JULHO DE 2020  R E S O L V E  BCV - Banco de Crédito e Varejo S.A.  Banco Cooperativo do Brasil S.A. - Bancoob  Banco Cooperativo Sicredi S.A.  ",0,2020-07-01T19:55:00Z,1/7/2020 16:55,1212
Comunicado N° 35.878,30/6/2020 16:08,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126201,Comunicado,35878,0,"Instituição Cooperativa de Crédito de Livre Admissão de Pitangui, Papagaios, Maravilhas e  Instituição Cooperativa de Crédito de Livre Admissão da Grande Goiânia Ltda. (CNPJ  ",0,2020-06-30T19:08:45Z,30/6/2020 16:08,1213
Comunicado N° 35.869,29/6/2020 17:33,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126192,Comunicado,35869,0,"Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito, Poupança e Investimento de Espumoso - Sicredi Espumoso  ",0,2020-06-29T20:33:28Z,29/6/2020 17:33,1214
Comunicado N° 35.868,29/6/2020 14:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126191,Comunicado,35868,0,Instituição Cooperativa de Poupança e Crédito do Vale do Rio Doce Ltda. - Sicoob  Instituição Casa do Crédito S.A. - Sociedade de Crédito ao Microempreendedor (CNPJ 05.442.029  ,0,2020-06-29T17:49:33Z,29/6/2020 14:49,1215
Comunicado N° 35.862,26/6/2020 14:47,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126185,Comunicado,35862,0,Instituição Cooperativa de Crédito de Livre Admissão do Nordeste de Minas Gerais e Sul da  Instituição Cooperativa de Crédito de Livre Admissão de Associados Itaipu - Sicoob  ,0,2020-06-26T17:47:35Z,26/6/2020 14:47,1216
Resolução N° 4.833,25/6/2020 18:02,"Eleva o limite de crédito para operações de Financiamentos para Garantia de Preços ao Produtor (FGPP) para cana-de-açúcar e pescado; dispõe sobre a utilização de Recursos Obrigatórios em operações de FGPP; altera o prazo para produtores rurais e cooperativas singulares de produção agropecuária, que tenham sofrido perdas na renda em decorrência de seca ou estiagem, renegociarem suas operações de custeio e investimento; altera o prazo para contratação de linha especial de crédito ao amparo do Programa Nacional de Apoio ao Médio Produtor Rural (Pronamp) e Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf), em localidades atingidas por seca ou estiagem ou pelas medidas de distanciamento provocadas pela Covid-19; e eleva o volume de recursos destinados para o financiamento de capital de giro ao amparo do Programa de Capitalização de Cooperativas Agropecuárias (Procap-Agro).",SECRE,51081,Resolução,4833,1,para contratação de linha especial de crédito ao amparo do Programa Nacional de Apoio ao  2 (Programa de Capitalização de Cooperativas Agropecuárias Procap-Agro) do Capítulo 13  ,0,2020-06-25T21:02:00Z,25/6/2020 18:02,1217
Resolução N° 4.832,25/6/2020 18:01,Define os encargos financeiros e o bônus de adimplência das operações rurais realizadas com recursos dos Fundos Constitucionais de Financiamento para o período de 1º de julho de 2020 a 30 de junho de 2021.,SECRE,51080,Resolução,4832,1,do Capítulo 2 (Condições Básicas) do Manual de Crédito Rural (MCR) passa a vigorar com as  de 9 I - para produtores rurais e suas cooperativas de produção com receita bruta anual de  ,0,2020-06-25T21:01:00Z,25/6/2020 18:01,1218
Comunicado N° 35.849,25/6/2020 15:40,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126172,Comunicado,35849,0,Instituição Cooperativa de Crédito Credialp Ltda. - Sicoob Credialp (CNPJ 25.353.939  Instituição Cooperativa de Crédito de Livre Admissão de Associados de Jaraguá do Sul e  ,0,2020-06-25T18:40:46Z,25/6/2020 15:40,1219
Circular N° 4.033,24/6/2020 18:00,"Altera a Circular nº 3.975, de 8 de janeiro de 2020, que institui o recolhimento compulsório sobre recursos de depósitos de poupança, para estabelecer deduções de exigibilidade de saldo de operações de crédito para financiamento de capital de giro e de saldo de aplicações em Depósitos a Prazo com Garantia Especial (DPGE) de instituições não pertencentes ao mesmo conglomerado.",SECRE,51078,Circular,4033,1,"Poupança e Empréstimo, as Sociedades de Crédito Imobiliário e as Cooperativas de Crédito  § 6º  As operações de crédito para financiamento de capital de giro de que trata o inciso I  ",0,2020-06-24T21:00:00Z,24/6/2020 18:00,1220
Comunicado N° 35.841,24/6/2020 17:37,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126164,Comunicado,35841,0,Divulga nome de pessoas com intenção de ocupar cargos de administração em instituições  Instituição Cooperativa de Crédito de Livre Admissão da Região de Pará de Minas Ltda  ,0,2020-06-24T20:37:50Z,24/6/2020 17:37,1221
Comunicado N° 35.840,24/6/2020 16:11,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126163,Comunicado,35840,0,"Instituição Cooperativa de Crédito Rural com Interação Solidária da Costa Oeste - Cresol  Instituição Cooperativa de Crédito, Poupança e Investimento do Araguaia e Xingu - Sicredi  ",0,2020-06-24T19:11:30Z,24/6/2020 16:11,1222
Carta Circular N° 4.060,23/6/2020 17:46,"Divulga procedimentos a respeito da prestação de informações de que trata a Circular nº 3.975, de 8 de janeiro de 2020.",DEBAN,51075,Carta Circular,4060,1,"6º  No caso de sistema cooperativo organizado em três níveis no qual a confederação não seja de crédito, o banco cooperativo responsável pela comprovação do cumprimento da  ",0,2020-06-23T20:46:00Z,23/6/2020 17:46,1223
Comunicado N° 35.836,23/6/2020 16:11,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126159,Comunicado,35836,0,Instituição Cooperativa de Crédito de Livre Admissão do Centro-Sul Rondoniense - Sicoob  Instituição Cooperativa de Crédito dos Servidores Públicos no Estado da Bahia Ltda  ,0,2020-06-23T19:11:01Z,23/6/2020 16:11,1224
Circular N° 4.029,23/6/2020 13:30,"Altera a Circular nº 3.975, de 8 de janeiro de 2020, que institui o recolhimento compulsório sobre recursos de depósitos de poupança, para estabelecer deduções de exigibilidade de saldo de operações de crédito para financiamento de capital de giro e de saldo de aplicações em Depósitos a Prazo com Garantia Especial (DPGE) de instituições não pertencentes ao mesmo conglomerado.",SECRE,51073,Circular,4029,0,"Poupança e Empréstimo, as Sociedades de Crédito Imobiliário e as Cooperativas de Crédito  6º  As operações de crédito para financiamento de capital de giro de que trata o inciso I  ",1,2020-06-23T16:30:00Z,23/6/2020 13:30,1225
Comunicado N° 35.831,22/6/2020 14:31,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126154,Comunicado,35831,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito da Região do Vale do Rio Grande Ltda. - Sicoob  ,0,2020-06-22T17:31:49Z,22/6/2020 14:31,1226
Comunicado N° 35.826,19/6/2020 16:28,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126149,Comunicado,35826,0,Instituição Cooperativa de Crédito dos Empresários do Estado de Goiás Ltda. (CNPJ  Instituição Cooperativa de Crédito e Investimentos de Rondônia - Sicoob Credjurd (CNPJ  ,0,2020-06-19T19:28:00Z,19/6/2020 16:28,1227
Comunicado N° 35.820,18/6/2020 16:33,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126143,Comunicado,35820,0,Divulga nome aprovado de pessoas eleitas  Instituição Cooperativa de Crédito Credicitrus (CNPJ 54.037.916  Instituição Companhia Província de Crédito Imobiliário (CNPJ 87.091.716  ,0,2020-06-18T19:33:32Z,18/6/2020 16:33,1228
Resolução N° 4.829,18/6/2020 09:06,"Altera os percentuais de direcionamento dos recursos à vista (MCR 6-2) e respectivos subdirecionamentos destinados à contratação de operações no âmbito do Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf) e do Programa Nacional de Apoio ao Médio Produtor Rural (Pronamp), e dos recursos da poupança rural (MCR 6-4); institui condições para o cumprimento do direcionamento dos recursos captados por emissão das Letras de Crédito do Agronegócio (MCR 6-7); estabelece a obrigatoriedade de apresentação de coordenadas geodésicas para todas as operações de crédito rural de custeio e de investimento; e simplifica as regras aplicáveis à linha de financiamento para atendimento a cooperados (MCR 5-2).",SECRE,51070,Resolução,4829,0,estoque dos insumos e dos bens adquiridos pela cooperativa com os recursos do crédito deve corresponder ao saldo de capital da  ,0,2020-06-18T12:06:00Z,18/6/2020 09:06,1229
Resolução N° 4.827,18/6/2020 09:04,Define as Taxas de Juros do Crédito Rural (TCR) a serem aplicadas às operações contratadas a partir de 1º de julho de 2020.,SECRE,51068,Resolução,4827,1,Define as Taxas de Juros do Crédito Rural (TCR) a serem aplicadas às operações contratadas  para Aquisição de Café (FAC) para cooperativas de cafeicultores que exerçam as atividades  ,0,2020-06-18T12:04:00Z,18/6/2020 09:04,1230
Resolução N° 4.824,18/6/2020 09:01,Ajusta normas gerais do crédito rural a serem aplicadas a partir de 1º de julho de 2020.,SECRE,51065,Resolução,4824,1,1º  A Seção 2 (Créditos de Custeio) do Capítulo 3 (Operações) do Manual de Crédito Rural (MCR) passa a vigorar com as  a) limite de crédito: os constantes no MCR 3-4-15  ,0,2020-06-18T12:01:00Z,18/6/2020 09:01,1231
Comunicado N° 35.816,17/6/2020 15:04,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126139,Comunicado,35816,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades  Instituição Cooperativa de Crédito Credicitrus (CNPJ 54.037.916  ,0,2020-06-17T18:04:40Z,17/6/2020 15:04,1232
Comunicado N° 35.813,16/6/2020 16:04,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126136,Comunicado,35813,0,Instituição Cooperativa de Crédito Mútuo dos Empregados da Fiação Alpina - Cooperalpina  Instituição Cooperativa de Crédito dos Funcionários do Grupo Walmart Ltda. - Sicoob  ,0,2020-06-16T19:04:16Z,16/6/2020 16:04,1233
Comunicado N° 35.807,15/6/2020 14:05,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,126130,Comunicado,35807,0,"Instituição Cooperativa de Crédito de Livre Admissão de Sacramento Ltda. - Sicoob  Instituição Cooperativa de Crédito, Poupança e Investimento Sicredi Pioneira RS - Sicredi  ",0,2020-06-15T17:05:48Z,15/6/2020 14:05,1234
